³¯Â¥,PM10,PM2.5
20200317,43.0,20.0
20200318,53.0,29.0
20200319,55.0,21.0
20200320,41.0,9.0
20200321,50.0,17.0
20200322,40.0,16.0
20200323,48.0,26.0
20200324,56.0,35.0
20200325,51.0,30.0
20200326,49.0,30.0
20200327,37.0,19.0
20200328,32.0,8.0
20200329,40.0,15.0
20200330,49.0,25.0
20200331,49.0,26.0
20200401,65.0,30.0
20200402,37.0,24.0
20200403,49.0,26.0
20200404,61.0,24.0
20200405,46.0,22.0
20200406,49.0,19.0
20200407,56.0,24.0
20200408,42.0,18.0
20200409,48.0,24.0
20200410,44.0,25.0
20200411,37.0,23.0
20200412,28.0,17.0
20200413,25.0,11.0
20200414,50.0,27.0
20200415,61.0,35.0
20200416,56.0,31.0
20200417,35.0,19.0
20200418,28.0,12.0
20200419,24.0,15.0
20200420,14.0,7.0
20200421,38.0,9.0
20200422,77.0,10.0
20200423,43.0,13.0
20200424,39.0,15.0
20200425,57.0,24.0
20200426,31.0,15.0
20200427,34.0,17.0
20200428,35.0,18.0
20200429,44.0,23.0
20200430,36.0,20.0
20200501,46.0,28.0
20200502,49.0,29.0
20200503,28.0,18.0
20200504,32.0,16.0
20200505,35.0,18.0
20200506,35.0,18.0
20200507,29.0,12.0
20200508,23.0,11.0
20200509,13.0,8.0
20200510,25.0,18.0
20200511,100.0,24.0
20200512,41.0,15.0
20200513,30.0,9.0
20200514,41.0,13.0
20200515,29.0,11.0
20200516,21.0,13.0
20200517,41.0,25.0
20200518,43.0,27.0
20200519,15.0,6.0
20200520,8.0,3.0
20200521,19.0,8.0
20200522,35.0,22.0
20200523,46.0,30.0
20200524,24.0,17.0
20200525,31.0,21.0
20200526,31.0,19.0
20200527,24.0,13.0
20200528,27.0,17.0
20200529,35.0,21.0
20200530,39.0,25.0
20200531,39.0,28.0
20200501,46.0,28.0
20200502,49.0,29.0
20200503,28.0,18.0
20200504,32.0,16.0
20200505,35.0,18.0
20200506,35.0,18.0
20200507,29.0,12.0
20200508,23.0,11.0
20200509,13.0,8.0
20200510,25.0,18.0
20200511,100.0,24.0
20200512,41.0,15.0
20200513,30.0,9.0
20200514,41.0,13.0
20200515,29.0,11.0
20200516,21.0,13.0
20200517,41.0,25.0
20200518,43.0,27.0
20200519,15.0,6.0
20200520,8.0,3.0
20200521,19.0,8.0
20200522,35.0,22.0
20200523,46.0,30.0
20200524,24.0,17.0
20200525,31.0,21.0
20200526,31.0,19.0
20200527,24.0,13.0
20200528,27.0,17.0
20200529,35.0,21.0
20200530,39.0,25.0
20200531,39.0,28.0
20200601,20.0,9.0
20200602,24.0,13.0
20200603,47.0,23.0
20200604,53.0,23.0
20200605,51.0,25.0
20200606,60.0,35.0
20200607,53.0,29.0
20200608,43.0,24.0
20200609,52.0,28.0
20200610,44.0,26.0
20200611,30.0,20.0
20200612,45.0,24.0
20200613,49.0,28.0
20200614,36.0,23.0
20200615,26.0,15.0
20200616,54.0,38.0
20200617,46.0,30.0
20200618,36.0,22.0
20200619,27.0,17.0
20200620,40.0,24.0
20200621,37.0,24.0
20200622,42.0,25.0
20200623,47.0,30.0
20200624,29.0,21.0
20200625,12.0,7.0
20200626,21.0,14.0
20200627,27.0,18.0
20200628,31.0,20.0
20200629,34.0,24.0
20200630,9.0,5.0
20200701,21.0,12.0
20200702,44.0,34.0
20200703,33.0,23.0
20200704,23.0,15.0
20200705,28.0,22.0
20200706,28.0,20.0
20200707,20.0,14.0
20200708,30.0,20.0
20200709,34.0,24.0
20200710,17.0,10.0
20200711,8.0,3.0
20200712,13.0,8.0
20200713,7.0,4.0
20200714,7.0,3.0
20200715,12.0,5.0
20200716,31.0,19.0
20200717,37.0,25.0
20200718,40.0,28.0
20200719,20.0,15.0
20200720,17.0,10.0
20200721,29.0,21.0
20200722,25.0,17.0
20200723,14.0,9.0
20200724,6.0,2.0
20200725,5.0,3.0
20200726,10.0,6.0
20200727,14.0,7.0
20200728,13.0,6.0
20200729,12.0,6.0
20200730,18.0,13.0
20200731,26.0,18.0
20200801,16.0,9.0
20200802,12.0,6.0
20200803,14.0,8.0
20200804,37.0,25.0
20200807,29.0,19.0
20200808,14.0,8.0
20200809,11.0,6.0
20200810,13.0,6.0
20200811,14.0,7.0
20200812,25.0,14.0
20200813,27.0,13.0
20200814,33.0,21.0
20200815,34.0,26.0
20200816,25.0,15.0
20200817,27.0,18.0
20200818,37.0,27.0
20200819,46.0,33.0
20200820,41.0,30.0
20200821,34.0,21.0
20200822,18.0,9.0
20200823,16.0,9.0
20200824,25.0,18.0
20200825,32.0,24.0
20200826,25.0,18.0
20200827,21.0,14.0
20200828,23.0,16.0
20200829,15.0,9.0
20200830,16.0,12.0
20200831,11.0,4.0
20200805,37.0,21.0
20200806,18.0,8.0
20200901,17.0,9.0
20200902,12.0,7.0
20200903,14.0,7.0
20200904,24.0,13.0
20200905,31.0,21.0
20200906,20.0,14.0
20200907,6.0,3.0
20200908,23.0,13.0
20200909,26.0,20.0
20200910,27.0,20.0
20200911,25.0,16.0
20200912,8.0,6.0
20200913,7.0,3.0
20200914,21.0,13.0
20200915,33.0,23.0
20200916,23.0,16.0
20200917,22.0,9.0
20200918,22.0,9.0
20200919,20.0,10.0
20200920,19.0,11.0
20200921,25.0,12.0
20200922,15.0,8.0
20200923,10.0,3.0
20200924,9.0,4.0
20200925,15.0,5.0
20200926,14.0,6.0
20200927,14.0,7.0
20200928,24.0,14.0
20200929,34.0,20.0
20200930,27.0,18.0
20201001,18.0,12.0
20201002,22.0,16.0
20201003,33.0,20.0
20201004,25.0,15.0
20201005,22.0,9.0
20201006,23.0,11.0
20201007,21.0,11.0
20201008,13.0,6.0
20201009,15.0,8.0
20201010,18.0,9.0
20201011,20.0,11.0
20201012,33.0,18.0
20201013,27.0,11.0
20201014,31.0,14.0
20201015,37.0,15.0
20201016,38.0,20.0
20201017,30.0,18.0
20201018,27.0,17.0
20201019,49.0,30.0
20201020,52.0,33.0
20201021,40.0,26.0
20201022,60.0,29.0
20201023,26.0,11.0
20201024,26.0,12.0
20201025,29.0,16.0
20201026,47.0,28.0
20201027,71.0,48.0
20201028,47.0,27.0
20201029,39.0,16.0
20201030,42.0,19.0
20201031,28.0,16.0
20201101,31.0,20.0
20201102,41.0,18.0
20201103,20.0,8.0
20201104,28.0,10.0
20201105,37.0,17.0
20201106,39.0,23.0
20201107,73.0,38.0
20201108,53.0,16.0
20201109,26.0,9.0
20201110,29.0,13.0
20201111,42.0,21.0
20201112,63.0,41.0
20201113,69.0,48.0
20201114,64.0,45.0
20201115,65.0,48.0
20201116,66.0,45.0
20201117,59.0,42.0
20201118,35.0,27.0
20201119,15.0,8.0
20201120,22.0,14.0
20201121,24.0,17.0
20201122,23.0,17.0
20201123,24.0,16.0
20201124,28.0,17.0
20201125,38.0,25.0
20201126,48.0,33.0
20201127,41.0,28.0
20201128,22.0,15.0
20201129,23.0,15.0
20201130,26.0,17.0
20201201,32.0,20.0
20201202,32.0,20.0
20201203,26.0,16.0
20201204,31.0,20.0
20201205,35.0,24.0
20201206,39.0,29.0
20201207,46.0,35.0
20201208,24.0,15.0
20201209,35.0,24.0
20201210,55.0,41.0
20201211,91.0,73.0
20201212,50.0,35.0
20201213,33.0,23.0
20201214,20.0,11.0
20201215,17.0,10.0
20201216,19.0,11.0
20201217,28.0,18.0
20201218,30.0,21.0
20201219,24.0,12.0
20201220,24.0,16.0
20201221,35.0,27.0
20201222,43.0,34.0
20201223,57.0,46.0
20201224,54.0,34.0
20201225,27.0,15.0
20201226,48.0,30.0
20201227,62.0,44.0
20201228,55.0,42.0
20201229,59.0,45.0
20201230,30.0,12.0
20201231,24.0,13.0
20210101,25.0,16.0
20210102,30.0,10.0
20210103,34.0,14.0
20210104,37.0,25.0
20210105,22.0,13.0
20210106,22.0,13.0
20210107,29.0,10.0
20210108,16.0,10.0
20210109,21.0,14.0
20210110,26.0,20.0
20210111,39.0,30.0
20210112,50.0,42.0
20210113,84.0,38.0
20210114,72.0,32.0
20210115,66.0,33.0
20210116,47.0,35.0
20210117,17.0,12.0
20210118,31.0,17.0
20210119,26.0,13.0
20210120,36.0,22.0
20210122,22.0,18.0
20210123,9.0,7.0
20210124,12.0,9.0
20210125,22.0,14.0
20210126,26.0,19.0
20210127,34.0,17.0
20210128,27.0,14.0
20210129,21.0,8.0
20210130,39.0,19.0
20210131,45.0,24.0
20210121,41.0,27.0
20210201,56.0,31.0
20210202,27.0,16.0
20210203,28.0,17.0
20210204,22.0,14.0
20210205,21.0,13.0
20210206,48.0,31.0
20210207,68.0,45.0
20210208,25.0,16.0
20210209,22.0,13.0
20210210,29.0,19.0
20210211,54.0,38.0
20210212,74.0,56.0
20210213,85.0,65.0
20210214,91.0,73.0
20210215,48.0,34.0
20210216,22.0,11.0
20210217,37.0,9.0
20210218,39.0,13.0
20210219,40.0,21.0
20210220,56.0,28.0
20210221,63.0,37.0
20210222,51.0,25.0
20210223,45.0,13.0
20210224,45.0,18.0
20210225,51.0,27.0
20210226,33.0,19.0
20210227,16.0,8.0
20210228,24.0,13.0
20210301,15.0,9.0
20210302,10.0,6.0
20210303,32.0,18.0
20210304,40.0,25.0
20210305,35.0,20.0
20210306,27.0,15.0
20210307,23.0,13.0
20210308,41.0,25.0
20210309,48.0,29.0
20210310,85.0,60.0
20210311,112.0,84.0
20210312,60.0,41.0
20210313,51.0,34.0
20210314,67.0,50.0
20210315,68.0,49.0
20210316,80.0,15.0
20210317,93.0,17.0
20210318,96.0,38.0
20210319,68.0,25.0
20210320,27.0,12.0
20210321,43.0,31.0
20210322,36.0,15.0
20210323,70.0,25.0
20210324,57.0,24.0
20210325,59.0,27.0
20210326,92.0,55.0
20210327,53.0,30.0
20210328,17.0,12.0
20210329,263.0,43.0
20210330,130.0,28.0
20210331,42.0,17.0
20210401,45.0,14.0
20210402,47.0,15.0
20210403,31.0,12.0
20210404,10.0,5.0
20210405,22.0,10.0
20210406,39.0,23.0
20210407,51.0,30.0
20210408,33.0,15.0
20210409,33.0,16.0
20210410,33.0,19.0
20210411,45.0,24.0
20210412,35.0,21.0
20210413,14.0,8.0
20210414,26.0,13.0
20210415,39.0,19.0
20210416,69.0,16.0
20210417,75.0,14.0
20210418,30.0,13.0
20210419,45.0,21.0
20210420,63.0,32.0
20210421,75.0,37.0
20210422,70.0,36.0
20210423,44.0,22.0
20210424,26.0,12.0
20210425,26.0,13.0
20210426,31.0,13.0
20210427,31.0,15.0
20210428,54.0,21.0
20210429,60.0,19.0
20210430,33.0,16.0
20210501,24.0,12.0
20210502,15.0,7.0
20210503,28.0,17.0
20210504,28.0,17.0
20210505,42.0,10.0
20210506,66.0,16.0
20210507,326.0,53.0
20210508,456.0,70.0
20210509,50.0,11.0
20210510,22.0,9.0
20210511,22.0,10.0
20210512,24.0,11.0
20210513,45.0,26.0
20210514,55.0,34.0
20210515,47.0,33.0
20210516,10.0,4.0
20210517,11.0,4.0
20210518,25.0,13.0
20210519,32.0,20.0
20210520,27.0,14.0
20210521,13.0,8.0
20210522,26.0,16.0
20210523,29.0,20.0
20210524,120.0,48.0
20210525,100.0,32.0
20210526,41.0,17.0
20210527,38.0,19.0
20210528,35.0,20.0
20210529,23.0,12.0
20210530,26.0,15.0
20210531,34.0,20.0
20210601,41.0,26.0
20210602,51.0,32.0
20210603,35.0,20.0
20210604,25.0,11.0
20210605,41.0,21.0
20210606,57.0,34.0
20210607,36.0,18.0
20210608,38.0,22.0
20210609,40.0,24.0
20210610,51.0,34.0
20210611,21.0,14.0
20210612,23.0,14.0
20210613,34.0,23.0
20210614,40.0,24.0
20210615,27.0,18.0
20210616,10.0,5.0
20210617,17.0,9.0
20210618,19.0,12.0
20210619,42.0,27.0
20210620,48.0,31.0
20210621,43.0,25.0
20210622,22.0,13.0
20210623,18.0,10.0
20210624,31.0,20.0
20210625,37.0,25.0
20210626,22.0,15.0
20210627,22.0,14.0
20210628,27.0,17.0
20210629,32.0,21.0
20210630,38.0,27.0
20210701,38.0,25.0
20210702,28.0,17.0
20210703,14.0,8.0
20210704,9.0,5.0
20210705,21.0,12.0
20210706,42.0,26.0
20210707,28.0,17.0
20210708,23.0,14.0
20210709,19.0,11.0
20210710,25.0,17.0
20210711,30.0,20.0
20210712,28.0,18.0
20210713,34.0,21.0
20210714,22.0,12.0
20210715,23.0,13.0
20210716,20.0,11.0
20210717,17.0,11.0
20210718,14.0,7.0
20210719,15.0,9.0
20210720,20.0,12.0
20210721,23.0,14.0
20210722,25.0,16.0
20210723,27.0,17.0
20210724,26.0,17.0
20210725,22.0,16.0
20210726,22.0,14.0
20210727,28.0,19.0
20210728,34.0,19.0
20210729,51.0,33.0
20210730,33.0,21.0
20210731,24.0,16.0
20210801,29.0,20.0
20210802,15.0,8.0
20210803,21.0,14.0
20210804,25.0,15.0
20210805,26.0,18.0
20210806,19.0,10.0
20210807,18.0,9.0
20210808,17.0,10.0
20210809,12.0,6.0
20210810,21.0,11.0
20210811,35.0,24.0
20210812,39.0,26.0
20210813,30.0,19.0
20210814,14.0,7.0
20210815,12.0,6.0
20210816,19.0,11.0
20210817,16.0,8.0
20210818,12.0,4.0
20210819,15.0,7.0
20210820,19.0,10.0
20210821,14.0,7.0
20210822,24.0,15.0
20210823,25.0,15.0
20210824,12.0,5.0
20210825,18.0,7.0
20210826,38.0,20.0
20210827,34.0,17.0
20210828,34.0,18.0
20210829,29.0,18.0
20210830,42.0,27.0
20210831,31.0,20.0
20210901,6.0,1.0
20210902,13.0,5.0
20210903,14.0,5.0
20210904,10.0,3.0
20210905,10.0,4.0
20210906,17.0,7.0
20210907,9.0,5.0
20210908,11.0,4.0
20210909,27.0,13.0
20210910,33.0,19.0
20210911,32.0,22.0
20210912,25.0,15.0
20210913,26.0,15.0
20210914,21.0,9.0
20210915,14.0,6.0
20210916,14.0,5.0
20210917,12.0,3.0
20210918,13.0,4.0
20210919,14.0,7.0
20210920,13.0,5.0
20210921,17.0,9.0
20210922,13.0,6.0
20210923,18.0,7.0
20210924,17.0,8.0
20210925,8.0,3.0
20210926,8.0,2.0
20210927,11.0,4.0
20210928,13.0,5.0
20210929,14.0,7.0
20210930,21.0,11.0
20211001,35.0,19.0
20211002,27.0,16.0
20211003,37.0,24.0
20211004,39.0,21.0
20211005,40.0,16.0
20211006,9.0,2.0
20211007,17.0,7.0
20211008,22.0,12.0
20211009,15.0,6.0
20211010,23.0,12.0
20211011,28.0,10.0
20211012,13.0,3.0
20211013,14.0,4.0
20211014,24.0,10.0
20211015,24.0,12.0
20211016,33.0,9.0
20211017,23.0,6.0
20211018,26.0,10.0
20211019,28.0,16.0
20211020,31.0,16.0
20211021,41.0,23.0
20211022,38.0,22.0
20211023,40.0,23.0
20211024,31.0,21.0
20211025,33.0,20.0
20211026,44.0,26.0
20211027,50.0,28.0
20211028,33.0,14.0
20211029,28.0,11.0
20211030,24.0,13.0
20211031,31.0,19.0
20211101,36.0,22.0
20211102,43.0,27.0
20211103,46.0,30.0
20211104,50.0,33.0
20211105,61.0,41.0
20211106,54.0,33.0
20211107,36.0,21.0
20211108,11.0,5.0
20211109,9.0,5.0
20211110,17.0,8.0
20211111,20.0,8.0
20211112,21.0,9.0
20211113,28.0,13.0
20211114,49.0,24.0
20211115,58.0,28.0
20211116,54.0,25.0
20211117,38.0,19.0
20211118,52.0,26.0
20211119,94.0,56.0
20211120,129.0,87.0
20211121,111.0,82.0
20211122,44.0,15.0
20211123,30.0,10.0
20211124,27.0,12.0
20211125,48.0,17.0
20211126,26.0,12.0
20211127,35.0,18.0
20211128,41.0,26.0
20211129,46.0,28.0
20211130,22.0,14.0
20211201,19.0,8.0
20211202,22.0,12.0
20211203,21.0,9.0
20211204,22.0,10.0
20211205,32.0,19.0
20211206,45.0,25.0
20211207,45.0,26.0
20211208,33.0,18.0
20211209,34.0,19.0
20211210,31.0,17.0
20211211,62.0,39.0
20211212,42.0,23.0
20211213,22.0,10.0
20211214,30.0,16.0
20211215,67.0,45.0
20211216,85.0,56.0
20211217,39.0,19.0
20211218,24.0,11.0
20211219,32.0,14.0
20211220,48.0,25.0
20211221,60.0,34.0
20211222,33.0,16.0
20211223,44.0,26.0
20211224,48.0,33.0
20211225,26.0,12.0
20211226,18.0,8.0
20211227,29.0,16.0
20211228,47.0,33.0
20211229,56.0,40.0
20211230,28.0,15.0
20211231,23.0,7.0
20220101,28.0,15.0
20220102,33.0,23.0
20220103,25.0,15.0
20220104,35.0,20.0
20220105,47.0,31.0
20220106,52.0,34.0
20220107,62.0,42.0
20220108,54.0,39.0
20220109,112.0,89.0
20220110,84.0,69.0
20220111,32.0,20.0
20220112,30.0,15.0
20220113,34.0,12.0
20220114,34.0,15.0
20220115,43.0,25.0
20220116,43.0,25.0
20220117,26.0,13.0
20220118,39.0,20.0
20220119,42.0,30.0
20220120,39.0,30.0
20220121,37.0,27.0
20220122,45.0,32.0
20220123,62.0,46.0
20220124,23.0,16.0
20220125,30.0,22.0
20220126,56.0,43.0
20220127,61.0,42.0
20220128,37.0,21.0
20220129,30.0,16.0
20220130,34.0,19.0
20220131,31.0,20.0
20220201,45.0,37.0
20220202,31.0,22.0
20220203,25.0,14.0
20220204,23.0,12.0
20220205,29.0,9.0
20220206,24.0,11.0
20220207,28.0,15.0
20220208,31.0,19.0
20220209,38.0,25.0
20220210,47.0,31.0
20220211,80.0,59.0
20220212,84.0,61.0
20220213,55.0,38.0
20220214,42.0,30.0
20220215,36.0,23.0
20220216,29.0,19.0
20220217,32.0,18.0
20220218,43.0,26.0
20220219,41.0,25.0
20220220,30.0,14.0
20220221,28.0,13.0
20220222,31.0,13.0
20220223,27.0,12.0
20220224,30.0,15.0
20220225,63.0,40.0
20220226,63.0,38.0
20220227,45.0,22.0
20220228,38.0,14.0
20220301,36.0,21.0
20220302,29.0,13.0
20220303,47.0,21.0
20220304,86.0,33.0
20220305,89.0,14.0
20220306,41.0,8.0
20220307,36.0,14.0
20220308,51.0,22.0
20220309,73.0,38.0
20220310,68.0,35.0
20220311,66.0,32.0
20220312,66.0,34.0
20220313,16.0,9.0
20220314,16.0,8.0
20220315,39.0,25.0
20220316,69.0,36.0
20220317,48.0,21.0
20220318,8.0,2.0
20220319,7.0,3.0
20220320,20.0,12.0
20220321,29.0,15.0
20220322,35.0,21.0
20220323,35.0,20.0
20220324,42.0,26.0
20220325,62.0,40.0
20220326,13.0,6.0
20220327,32.0,14.0
20220328,30.0,13.0
20220329,41.0,17.0
20220330,38.0,16.0
20220331,23.0,10.0
20220401,18.0,7.0
20220402,33.0,17.0
20220403,44.0,27.0
20220404,52.0,34.0
20220405,43.0,25.0
20220406,49.0,23.0
20220407,37.0,10.0
20220408,45.0,18.0
20220409,55.0,27.0
20220410,46.0,25.0
20220411,40.0,21.0
20220412,32.0,18.0
20220413,14.0,7.0
20220414,14.0,5.0
20220415,23.0,10.0
20220416,37.0,19.0
20220417,48.0,26.0
20220418,56.0,32.0
20220419,61.0,37.0
20220420,66.0,42.0
20220421,53.0,29.0
20220422,47.0,25.0
20220423,55.0,34.0
20220424,53.0,31.0
20220425,51.0,32.0
20220426,45.0,21.0
20220427,137.0,16.0
20220428,77.0,15.0
20220429,11.0,4.0
20220430,18.0,9.0
20220501,44.0,18.0
20220502,45.0,21.0
20220503,40.0,21.0
20220504,43.0,21.0
20220505,34.0,17.0
20220506,39.0,19.0
20220507,30.0,12.0
20220508,18.0,7.0
20220509,17.0,7.0
20220510,26.0,13.0
20220511,33.0,19.0
20220512,35.0,17.0
20220513,32.0,15.0
20220514,36.0,11.0
20220515,26.0,10.0
20220516,34.0,13.0
20220517,54.0,27.0
20220518,60.0,33.0
20220519,45.0,21.0
20220520,38.0,23.0
20220521,36.0,20.0
20220522,41.0,24.0
20220523,63.0,37.0
20220524,33.0,18.0
20220525,26.0,13.0
20220526,25.0,9.0
20220527,27.0,10.0
20220528,33.0,18.0
20220529,32.0,21.0
20220530,32.0,20.0
20220531,27.0,8.0
20220601,25.0,10.0
20220602,31.0,15.0
20220603,42.0,24.0
20220604,38.0,20.0
20220605,26.0,15.0
20220606,8.0,3.0
20220607,7.0,3.0
20220608,16.0,9.0
20220609,27.0,15.0
20220610,31.0,18.0
20220611,25.0,14.0
20220612,22.0,15.0
20220613,26.0,15.0
20220614,15.0,5.0
20220615,9.0,4.0
20220616,19.0,9.0
20220617,34.0,22.0
20220618,25.0,14.0
20220619,22.0,11.0
20220620,29.0,15.0
20220621,34.0,19.0
20220622,31.0,17.0
20220623,32.0,17.0
20220624,23.0,16.0
20220625,46.0,33.0
20220626,22.0,12.0
20220627,13.0,5.0
20220628,16.0,6.0
20220629,14.0,7.0
20220630,7.0,4.0
